Review ID,Review
242,ร้าน Vista Cafe เป็นอีกหนึ่งร้านกาแฟน่ารัก ที่มีเมนูเครื่องดื่มอร่อยๆ และมีเบเกอรี่น่าหน้าดีให้เลือกค่อนข้าวเยอะ ที่สั่งมาทาน มี ชาเขียวเย็น ชามะนาวเย็น เค้กแครอท และวาฟเฟิลราดน้ำผึ้งค่ะ. สำหรับเครื่องดื่มก็ได้มาตรฐาน ชาเขียวหอมหวานมัน ชามะนาวเปรี้ยวหวานกำลังดี เค้กแครอทกัดไปแต่ละคำก็จะมีแครอทชิ้นเล็กๆแทรกอยู่ในเนื้อเค้กด้วย ส่วนวาฟเฟิลอบใหม่หอมกรุ่นราดด้วยน่ำผึ้งแท้ เอาอะไรมาแลกก็ไม่ยอม:)
243,"Dakasi ร้านชานมไข่มุกสูตรไต้หวันที่ตอนนี้มีสาขาอยู่มากมายตามห้างและออฟฟิตดังๆ วันนี้ผมมาทานที่สาขาตึก Empire Tower ครับ สาขานี้มีโปรโมชั่นลดอยู่แทบจะตลอดเวลา เพราะทางตึกเพิ่งจะปรับปรุงโซนศูนย์อาหารใหม่ รสชาติชานมไข่มุกร้านนี้ก็อร่อยไม่แพ้เจ้าไหนๆเลยครับ เป็นหนึ่งในร้านชานมไข่มุกที่ผมชอบมากที่สุดร้านนึงเลยครับ

[การเดินทาง]
สาขานี้ตั้งอยู่ที่ชั้น B1 ของตึก Empire Tower ครับ ในโซน Oasis Food Court ร้านจะอยู่ตรงกลางตรงซุ้มที่มีขายอาหารเยอะๆครับ ตัวร้านสีเหลืองโดดเด่นหาไม่ยากครับ

[บรรยากาศ/การบริการ]
ร้านนี้ก็เป็นร้านชานมทั่วๆไปครับเป็นเค้าเตอร์เล็กๆ แต่การบริการของพนักงานนั้นทำได้ดีมากครับ พนักงานยิ้มแย้มแจ่มใส ตั้งใจบริการมากแม้ว่าจะลูกค้าเยอะมากๆตอนช่วงเที่ยงๆของทุกวันครับ

[รสชาติอาหาร/ความคุ้มค่า]
เมนูประจำของผมก็หนีไม่พ้นชานมไข่มุกครับ ชานมที่นี่อร่อยมากๆ เข้มข้น ไม่หวานมากจนเกินไป แถมไข่มุกก็เหนียวหนึบ ไม่เละ ไม่แข็งจนเกินไป โดยรวมแล้วชอบมากครับแถมราคาก็ไม่แพงด้วยครับ (40 บาท สำหรับ size เล็ก และ 50 บาทสำหรับ size ใหญ่ครับ)

สาขานี้มีโปรโมชั่นสำหรับเครื่องดื่มของทางร้านออกมาอย่างสม่ำเสมอครับ โปรเด็ดๆช่วงนี้ก็จะมีตามนี้ครับ
1) ซื้อ 3 แถม 1 หรือถ้าซื้อ 5 แถม 2 ครับ โปรนี้คุ้มมากถ้าจะมาสั่งกันหลายๆคน
2) ลูกค้า True สามารถ upsize เป็น size L ฟรี ในราคา size M ครับ
3) ลูกค้า AIS จะได้รับส่วนลด 10% สำหรับค่าเครื่องดื่มครับ

[ภาพรวม]
ใครทีชอบทานชานมไข่มุกหรือเครื่องดื่มอื่นๆสูตรไต้หวัน ร้านนี้เป็นอีกร้านที่แนะนำครับ"
244,"ก่อนอื่นเลยต้องขอบอกว่านี่คือรีวิวแรกในปีนี้ของเรานะคะ และเนื่องจากเป็นรีวิวแรก เราเลยอยากขอนำเสนอร้านอาหารร้านหนึ่งซึ่งแทบจะเรียกได้ว่าเป็นร้านประจำบ้านเราเลยก็ได้ค่ะ เพราะไปกินกันบ่อยมาก(โดยเฉพาะเวลาจะเดินทางไปแถวชลบุรี ระยอง ตอนเช้าจะต้องแวะกินประจำค่ะ) ร้านนี้มีชื่อร้านว่า เตียกุ่ยฮวด ค่ะ

เป็นร้านอาหารตามสั่งที่มีขายทั้งข้าวและก๋วยเตี๋ยวเลยค่ะ นอกจากนี้ยังมีขายกาแฟสด รวมไปถึงขนมของฝากทั้งหลายด้วย เรียกว่าร้านเดียวมีครบทุกอย่าง อ้อ!เกือบลืมบอกไปว่า มีขายขนมครกด้วยนะ อร่อยมากๆอะ >__<

เมนูโดดเด่นของที่ร้านคือก๋วยเตี๋ยวเป็ดค่ะ น้ำก๋วยเตี๋ยวหอมมาก เส้นใช้ได้ เป็ดค่อนข้างจะนุ่มดีค่ะ แต่เวลาไปกินเนี่ย เราจะชอบสั่งข้าวมันไก่มาทานเสียมากกว่า ก็แบบข้าวมันไก่ที่นี่รสชาติแล้วแต่อารมณ์คนทำมากอะ บางวันก็อร่อยเชียว แต่บางวันรสชาติย่ำแย่(พอสมควร) เวลาจะกินทีเหมือนต้องเสี่ยงดวงเลยค่ะว่าวันนี้จะเจอแบบไหน หุหุ อีกเมนูที่อยากแนะนำคือ ข้าวคลุกกะปิ ค่ะ ค่อนข้างอร่อยเลยเหมือนกัน ให้เครื่องมาเยอะดีด้วย แต่ที่ไม่แนะนำเลยคือข้าวหน้าเป็ดและข้าวหมูกรอบ เพราะเรารู้สึกว่ามันแห้งเกินไปน่ะค่ะ ไม่ค่อยเวิร์กเท่าไร(แต่บางคนอาจจะชอบก็ได้นะ)

อ๊ะๆ! เกือบลืมอีกแล้ว(หลายลืมแล้วรู้สึก =.=) จะบอกว่า มาร้านนี้ต้องอย่าพลาดเมนูหมูสะเต๊ะนะคะ รสเด็ดมาก เราชอบมากๆอะ(แต่ชอบของที่ร้านแม่ศรีเรือนมากกว่านะ แหะๆ) น้ำจิ้มเขาอร่อยดีค่ะ หมูไม่ค่อยนุ่มเท่าไร แต่กลิ่นหอมดี  แต่ไม่มีขนมปังปิ้งให้นะร้านนี้ 

ส่วนกาแฟสดของร้านนี้ เราว่ารสชาติใช้ได้อยู่ค่ะ ไม่ถึงกับอร่อยมากนัก(ให้เทียบกับระดับเทพอย่างสตาร์บักส์คงไม่ไหว ยังห่างชั้นอยู่มาก เหอๆ) แต่ก็พอทานได้นะ ติดจะหวานไปสักหน่อย แต่สำหรับเราที่ชอบทานหวานอยู่แล้วเลยรู้สึกว่าโอเคค่ะ 

ขอส่งท้ายด้วยเรื่องของบรรยากาศร้านแล้วกัน จะบอกว่าตัวร้านจะไม่ค่อยน่านั่งนะ เป็นร้านแบบเปิดโล่ง ไม่มีแอร์ค่ะ มีแต่พัดลม ร้านกว้างพอดู มีโต๊ะเยอะ แต่ถ้ามาช่วงเที่ยงก็อาจจะไม่มีที่นั่งนะ คนไปกินเยอะมากร้านนี้ ร้านจะดูมืดๆทึมๆไปหน่อยค่ะ พนักงานของร้านส่วนใหญ่จะไม่ใช่คนไทยนะ จนบางครั้งอาจเกิดปัญหาคุยกันไม่รู้เรื่อง(คือเราพูดปกติ แต่พนักงานฟังไม่รู้เรื่องเอง อะไรยังไงก็ว่าไป) แต่สิ่งหนึ่งที่ชอบคือ เขาบริการดีน่ะค่ะ อาหารก็มาเร็ว(ถ้าไม่เกิดกรณีจดออเดอร์ผิดพลาดนะ) ใครแวะผ่านมาย่านนี้ อยากให้เข้าไปลองกันนะคะ ^__^


"
245,แวะมาทานหลายรอบแล้วค่ะ อร่อยติดใจในรสชาติแบบนี้เลย ไม่ว่าจะเป็น ส้มตำไทยปู ตำข้าวโพดไข่เค็ม ยำสามกรอบ ยำถั่วพู ลาบหมู ลาบเห็ด ลาบไก่กรอบ ไส้กรอกปลาทอด อ่อม คอหมูย่าง แต่มีน้ำจิ้มคอหมูย่างที่ไม่ค่อยปลื้มเท่าไหร่ค่ะ เพราะเป็นแบบใส่แมงดาไปด้วย ถ้าใครชอบทานแมงดาอาจจะชอบนะคะ ^^
246,"จำได้ว่าผมมากินครั้งแรกนานมากแล้ว ร้านยังไม่ใหญ่เหมือนตอนนี้
ชอบตรงการจัดร้านดูเป็นระเบียบ ขนมจีนที่นี่ดูน่ารักให้มาเป็นคำๆ
ใส่มาเป็นเข่ง มีแกงเสริฟเป็นถ้วยมีหลายอย่าง ผมสั่งไก่ย่าง ขนมจีน
แกงเขียวหวาน ส้มตำ ทุกจานที่กินออกแนวหวานครับ หวานนิดๆ
ไม่ถึงกับเลี่ยน สัมผัสไม่ได้ถึงรสเค็มเลย ใครกินอาหารรสชาดหวาน
นำมาได้เลยไม่ผิดหวัง สำหรับผมขอตัวก่อนดีกว่าแต่ก่อนที่กินผมว่า
ไม่หวานแบบนี้นะ ยังมีอีกหลายเมนูนะแต่ผมไม่ได้ลองครับ"
247,"ด้วยความที่ช่วงนี้เป็นเทศกาลปีใหม่ ร้านจึงปิดกันเยอะ วันนี้ตั้งใจจะมาทานอีกร้านแต่ร้านนั้นปิดคะ ดูซ้ายดูขวา ร้านนี้แล้วกัน เพราะวันนี้อยากทานส้มตำ

พอทานไปแล้ว เป็นร้านที่แก้ขัดจริงๆคะ สั่งมาหลายอย่าง (แต่ถ่ายรูปมาน้อย เพราะเสียอารมณ์กับรสชาด) สั่งมาทั้งหมด 6 อย่าง มีเนื้อย่างที่ใช้ได้อย่างเดียว อ้อ..หอยแครงก็โอเค แต่น้ำจิ้มไม่อร่อยคะ"
248,ปกติชอบทานพวกแป้งหรือขนมปังค่ะ และร้านนี้ก็เป็นร้านโปรดที่ทานมาตลอด และก็ได้เห็นวิวัฒนาการของร้านมาตลอด ตั้งแต่คนต่อคิวกันเป็นร้อย และก็ค่อยๆลดลงมาเรื่อยๆ เพราะมาลงแรกๆคนยังไม่เคยชิมก็พากันกรูมาต่อแถวซื้อ แต่ตอนนี้มีการขยายไปหลายสาขาคนก็เบาบางลง แต่เราก็ทานมาตลอดเพราะชอบเนื้อขนมปังที่นุ่มและนิ่มของทานร้าน เนื่องจากด้านในจะกรวงกว่าโดนัทยี่ห้ออื่นจึงทำให้นิ่ม และเราก็สามารถกินคนเดียวได้ถึง 6 ชิ้น คือซื้อกล่องเล็กมาทานได้คนเดียวสบายๆ แต่ต้องเป็นรสออริจินอลนะเพราะแบบที่มีหน้ามันหวานมากเกินรับได้ไปหน่อย และรสออริจินอลก็หอมและเครือบน้ำตาลได้รสกลมกล่อม บอกเลยว่าทานกับกาแฟรสเข้มเข้ากันสุดๆ
249,"ร้านอาหารและกาแฟ บรรยากาศสงบ หลบความวุ่นวายบนท้องถนนเป็นอย่างดี ร่มรื่นด้วยสวนต้นปาล์ม ในย่านบางพลัด

อาหารที่นี่จะช้าหน่อย ใครไม่ได้โทรสั่งล่วงหน้าก็มีหนังสือให้นั่งอ่าน หรืจะสั่งกาแฟจิบระหว่างรอด้วยก็ได้ วันนี้ได้ลอง สปาเก็ตตี้โบโลญเนียสซอสไก่ (85 บาท) เนื้อซอสรสจัดดี ได้รสเปรี้ยวนำจากซอสมะเขือเทศ ผิดกับข้าวหน้ากุ้งกระเทียมซอสเห็ดหอม (75 บาท) ที่รสออกจืดนิดนึง และจานเคียงอีกอย่างคือสลัดปลาทอด (130 บาท) ใช้ปลาดอลลี่ชุปแป้งทอดธรรมดา แต่น้ำสลัดรสชาติดี

สุดท้ายอย่าพลาดกับ ดับเบิ้ลอัลมอนด์โทสต์ (145 บาท) จานนี้ต้องหาคนแบ่งกันหน่อยนะ"
250,"ล่วงเลยวันเกิดเพื่อนสนิทอีกคนมานานมากกกก 
(คือ เดือนที่แล้ว แหะ แหะ)
ก็เลยพามาสวีทกันตามประสาสาวโสด ????

จริงๆ ตอนแรกชวนเจ้าของวันเกิดเดือนกรกฎาคมมา แต่ไม่ว่างมา เลยคิดว่าอาจจะไม่ได้มาแล้ว 
แต่พอดีเพื่อนอยากมา ก็เลยพามาละกัน
(อยากมามาก ถึงขั้นเตรียมdressมาเปลี่ยนกันเลยงี้)

เจ้าของเรือ จะแจ้งเวลาออกเรือมาล่วงหน้า เพราะมี 2 รอบ คือ 
Sunset dinner cruise 18.00-20.00 กับ ...
Bangkok by night 20.30-22.30
ใช้เวลา 2 ชั่วโมงในการชื่นชมทรรศนียภาพริม 2 ฝั่งแม่น้ำเจ้าพระยา และเพลิดเพลินกับรสชาติอาหารจากครัวที่มีชื่อเสียง อย่าง Mango tree

ทางเรือจะให้มารอล่วงหน้าอย่างน้อย 10 นาที พีเลยต้องแอบแว๊บงานมาตอน 4 โมงกว่าๆเพื่อมุ่งหน้าไปยัง Asiatique ที่เป็นสถานที่ที่เรืิอจะมาคอยรับ

ขึ้นเรือมาปุ๊บ พนักงานต้อนรับก็มาพร้อมพวงมาลัย และเชิญไปที่โต๊ะ ถ้าคนไม่เยอะมาก สามารถเลือกโต๊ะนั่งเองได้เลยว่าจะนั่ั่งไหน นั่งเรียบร้อย พนักงานจะมีผ้าเย็นผสมกลิ่นการบูรมาเสิร์ฟ เพื่อเพิ่มความสดชื่นก่อนเริ่มเดินทาง
(ส่วนตัว ไม่ชอบกลิ่นอะไรแรงๆ เลยวางไว้เฉยๆ)

ออกเดินทางได้ซักพัก เค้าก็เริ่มต้นด้วย ของทานเล่นก่อนเลย 

- Fried vegetable spring roll with crispy fries noodles -
มาจานย่อมๆ น่ารัก เป๊าะเปี๊ยะทอดมากรอบ แอบอมน้ำมันนิดหน่อย ไส้ด้านในมีวุ้นเส้น รสชาติหวานจากผัก อร่อยดีค่ะ ส่วนหมี่กรอบ ชอบมากกกกก กรอบ ร่วน หวานอมเปรี้ยว อร่อยค่ะ!!

หลังจากเสิร์ฟของว่างก่อน ก็ปล่อยให้เพลิดเพลินกับวิวรอบด้านเรือเล็กน้อย เรือจะสร้างให้เห็นวิวทั้ง 2 ด้าน ด้านหน้าก็มีพื้นที่ให้เดินไปถ่ายรูปกับสะพานสวยๆ อย่างสะพานพระราม 8 ได้ด้วย (ถ้าฝนไม่ตก)

*ถ้าฝนตก เค้าก็จะมีแผ่นพลาสติกใสมากันด้านหน้าและรอบๆ ให้ค่ะ 

ลืมบอกว่า เรืออันนี้ค่อนข้าง privateมาก เพราะเค้าไม่ได้เน้นจำนวนคน แต่เน้นความหรู โรแมนติก 
(จริงๆ ควรมากับหนุ่มนะเนี่ย ????)
และเป็นส่วนตัว เพราะจะมีแค่ 20กว่าโต๊ะเท่านั้น 

กลับมาเรื่องอาหารกันต่อ 
- Mixed Thai appetisers - มี 4 อย่าง
@ Pomelo salad
ยำส้มโอ เป็นอาหารไทยที่หาทานไม่ได้เยอะตามทั่วไป ทานแล้วสดชื่นมาก เพราะส้มโอออกเปรี้ยวอมหวาน เข้ากับน้ำยำที่ทำมารสชาติไม่เหมือนให้คนต่างชาติทาน แต่รสชาติออกไทยเลยค่ะ 
@ Pla goong
กุ้งมา 1 ตัวใหญ่พอดีคำเลยค่ะ เนื้อกุ้งสด หวาน น้ำยำก็เปรี้ยว กลมกล่อม
@ Yum makua
ยำมะเขือ พีไม่ค่อยทานมะเขือเท่าไหร่ แต่อันนี่ทานแล้ว ไม่มีกลิ่นเหม็นเขียว นุ่ม รสชาติจัดดี ออกหวานมะเขือด้วยค่ะ
@ Nua namtok
เนื้อน้ำตก ตอนแรกเพื่อนจะกินแล้ว พอรู้ว่าเป็นเนื้อ ส่งมาให้พีเลยค่ะ เนื้อนุ่มมาก หอม ยำมาได้รสชาติกำลังดี เปรี้ยวเค็ม ครบทุกรส หอมข้าวคั่ว

ก่อนถึง Main course มีคั้นด้วยซุป
- Tom yum with River prawn -
อันนี้เก๋มาก ในวิธีการเสิร์ฟ พอดีพีกับเพื่อนไปถ่ายรูปที่หัวเรือเพลิน เดินกลับมามีจานพร้อมฝาครอบอยู่บนโต๊ะ พอนั่งปุ๊บ พนักงานก็มาเปิดฝา พร้อมบีบมะนาวลงไป ตามด้วยกา เทน้ำต้มยำราดเห็ดและกุ้งแม่น้ำที่อยู่ในจาน 
รสชาติ เข้มข้นกำลังดี หวาน เปรี้ยว กลมกล่อม เนื้อกุ้งแม่น้ำ นุ่ม ไม่สาก อร่อยดีค่ะ พีประทับใจตั้งแต่กรรมวิธีละ 55555

ก่อนเริ่มmain course เค้าจะมี Lime sorbet เพื่อล้างปากก่อนด้วย เก๋มาก!! รสชาติเปรี้ยว หวาน อร่อยค่ะ ติดใจ!!!!! แต่มาแก้วเล็กๆ เท่านั้นเอง
(เกือบไม่ดื่มละ เพราะคิดว่ามีแอลกอฮอล์)

Main course 
*เค้าจะมีให้เลือก 4 อย่าง พีได้ชิม 3 อย่าง เอ๊ะ! ยังไง
- Bone-in organic pork chop with Panang sauce - (ของพี)
พีเป็นคนไม่ชอบทานแกงกะทิทั้งหลาย เพราะไม่ค่อยชอบพวกเครื่องเทศ แต่ยอมเลยกับpork chopจานนี้ สีสันน่าทานสุดๆ เนื้อหมูนุ่มมากกก ไม่ต้องใช้มีด ก็เลาะออกมากินได้ง่ายมาก นุ่ม สุกกำลังดี เครื่องแกงก็ไม่เผ็ดมาก ถึงเครื่องสุดๆ เข้นข้ม มัน รสชาติกลมกล่อม อร่อยค่ะ พีทานหมดชิ้นเลย 
เสิร์ฟมาพร้อมข้าวกล้อง แครอทและบล๊อคโคลี่ลวก

- Grain fed slow-cooked Angus beef rib with Green curry sauce - (ของเจ้าของเรือ)
พอดีเจ้าของเรือ เดินทางมาด้วย เลยได้พูดคุยจนมานั่งร่วมโต๊ะด้วย เค้าเลยบอกว่าอันนี้เป็นอีก 1 เมนูที่เค้าภูมิใจนำเสนอ แบ่งมาให้ทาน ชิ้นนึง
ปกติชอบทานเนื้ออยู่แล้ว อยากบอกว่า เนื้อเลาะออกง่ายมาก นุ่มมมม ไม่เหนียวเลย แถมแกงเขียวหวานก็ซึมเข้าเนื้อเลยค่ะ สำหรับคนชอบหวานน่าจะชอบ เพราะแกงเขียวหวาน รสชาติค่อนไปทางหวานสมชื่อ

- Grilled sea Tiger prawn with garlic lime sauce - (ของเพื่อนสาว)
อันนี้ก็ให้เพื่อนตัดมาชิ้นเล็ก ๆ ชิมนิดหน่อย พอรู้รสชาติได้บ้าง กลิ่นกระเทียมหอม กุ้งเนื้อนุ่ม หวานปนเค็มเล็กๆ เสิร์ฟพร้อมน้ำจิ้มซีฟู้ด เพื่อนบอกอร่อยค่ะ 

สุดท้าย แต่ไม่ท้ายสุด 
Dessert 
- ข้าวเหนียวมะม่วง + caramel pudding topping ด้วยลิ้นจี่+ขนุน -
อร่อยมากกกกกกก ทั้ง 2 อย่างเลย 
ข้าวเหนียวมะม่วง มะม่วงหวานกำลังดี ทานพร้อมกับข้าวเหนียวที่ชุ่มด้วยน้ำกะทิเข้มข้น อร่อย และฟินนนนนนสุดๆ 
พุดดิ้งหอมกลิ่นคาราเมล แต่ไม่หวานเลี่ยนอย่างที่คิด แต่ชอบตรงรสชาติของลิ้นจี่และขนุน ที่ทำให้แปลกใหม่และอร่อยลงตัวสุดๆ แทบอยากจะขออีกที่เลยค่ะ!! 
* เจ้าของบอกว่า ข้าวเหนียวมะม่วงจะคงไว้ทุกฤดูกาล แต่พุดดิ้ง อาจจะสลับเปลี่ยนไปเป็นเมนูอื่นๆ บ้าง

สุดท้ายเค้าจะเสิร์ฟ กาแฟ/ชาให้ล้างปาก ก่อนจบทริป

ตลอดทางจะได้ชมทรรศนียภาพ ริมฝั่งแม่น้ำ ทั้งสะพานซังฮี้ วัดอรุณ วัดพระแก้ว พระบรมราชวัง ศิริราช และจบที่สะพานพระราม 8 แล้วย้อนกลับมาที่Asiatique 

ค่าเสียหาย 2000+7% vat+10% service charge กับ 6 Thai fusion course set menu และบรรยากาศโรแมนติก ก็ถือว่าคุ้มนะคะ 

ใครมีแขกบ้านแขกเมือง เพื่อนต่างชาติ หรือต้องการพาคู่มาสวีท พามาได้เลยนะคะ รับรอง เค้าจะประทับใจอย่างแน่นอน ????"
251,"นานๆ ทีจะได้มาทำธุระที่เซ็นทรัลปิ่นเกล้า เดินๆ อยู่ร่างกายต้องการน้ำหวานๆ สักหน่อย ก่อนจะกลับไปทำงานต่อ ต้องแวะซื้อล่ะ เพิ่มพลังในการทำงาน กับ wawa cha 
สาขาเซ็นทรัลปิ่นเกล้านี้ ร้านอยู่ชั้น G ตรงข้ามกับร้านยำแซ่บเลย 
“สุภนิดา” สั่ง ชานมไข่มุก เราว่า ชานมรสชาติหอมหวานดี หวานไม่มาก และไข่มุกกรุบๆ ราคาไม่แพงด้วย แก้วละ 40 – 50 บาทคะ 
ที่ร้านมีเมนูเครื่องดื่มเยอะเหมือนกันนะคะ พวกน้ำผลไม้ก็มี เดี๋ยวคราวหน้าจะลองทานบ้าง 
พี่คนาขายบริการน่ารักดีคะ 
ปล. อย่ากินเยอะนะ เดี๋ยวอ้วน ^__^"
252,"ร้านนี้เป็นอีกร้านที่เหมาะสำหรับคอกาแฟหรือคนที่ชอบอาหารง่ายๆ เมนูอาหารและเครื่องดื่มมีมากมายให้เลือกคะ เครื่องดื่มที่ชอบก็คือ ช็อคโกแลตโอลิโอป่ันคะ
รสชาติอร่อยมาก และยังมีพวกสมูทตี้ปั่นด้วยนะคะ 
อาหารก็มีมากมาย อาหารจานเดียว / สเต็ก / สลัด / สปาเก็ตตีิ ฯลฯ คุณภาพและรสชาติอาหารถือว่าดีทีเดียวคะ (อร่อยมากคะ ชอบ)
แถมมาร้านนี้ยังสามารถล้างรถได้ด้วยนะคะ เพราะเปิดในร้านล้างรถคะ 
สรุป อิ่มปุบ รถสะอาดปับ !"
253,"ตั้งท่าจะไปกินมานานแล้ว พอดีเพื่อนฝรั่งที่เคยทำงานด้วยกัน กลับมาทำงานที่เมืองไทย เลยถือโอกาสพาไปกินที่นี่ซะเลย
วันนั้นไปเดินรอร้านเปิดกันด้วยนคะ เพราะร้านเค้าเปิดประมาณ 6 โมงเย็นอ่ะ แต่พวกเรามาเร็วไป เลยต้องไปกินโกโก้กันที่ร้านกาแฟแถวนั้นก่อน 

ที่กินกันวันนั้น จัดว่าปริมาณเยอะสำหรับคน 3 คนนะ ไม่รู้ว่ากินกันหมดไปได้ไง ตอนที่สั่งก็หิวอ่ะ พออาหารมาแล้วก็ โอ้ !!! เยอะแฮะแต่อร่อยทุกอย่างเลยนะ 

ที่สั่งวันนั้นก็มี ดังนี้ (ราคาจะโดยประมาณนะคะ เพราะจำไมได้ ลืมจดมา เวลาหิวๆ จะลืมสิ้นทุกสิ่งอย่าง)
พิซซ่าหน้าพาร์มาแฮมกับมาสคาโปเนชีส ตัวพาร์มาแฮมชิ้นอาจจะไม่ใหญ่นัก แต่ว่าหนาอยู่นะคะ ส่วนมาสคาโปเนชีสนี่ วางมาเต็มแผ่นพิซซ่าเลย หอมมันยืดเหนียว อร่อยสุดๆ มันเป็นพิซซ่าที่แป้งเหนียวนุ่ม ท๊อปปิ้งเองก็เหนียวนุ่มและรสชาติเข้มข้นแบบฝรั่งๆ จานนี้ประทับใจนะ ถ้าใครชอบกินพิซซ่าหน้านี้ ขอแนะนำให้สั่งมากินค่ะ ราคาประมาณ 280 บาท

ต่อมาเป็นคาลามารี ที่การจัดวางเก๋มาก เพราะเสิร์ฟมาในถังใบเล็กๆ น่ารักดี ตัวแป้งจะเป็นแบบบางๆ ไม่ได้หนามาก เราว่าเค้าน่าจะผสมแป้งแบบน้ำน้อยอ่ะ เลยไม่ได้มาแนวแบบแป้งหนาเป็นเทมปุระ รสชาติก็เค็มๆ มันๆ ดีค่ะ เอาไปจิ้มซอสที่เปรี้ยวๆ แล้วจะเข้ากันได้ดีเลย จานนี้ราคา 150-180 บาทนะ

อีกจานอันนี้เราสั่ง เป็นซัลมอนอะไรสักอย่างนะ จำชื่อเมนูไม่ได้ อารมณ์ประมาณแซลมอนดิบ วางมาบนน้ำยำที่มีเบสเป็นน้ำพริกเผาอ่ะค่ะ จะหอมตะไคร้มากๆ ตัวน้ำยำรสชาติจะออกหวานนำนะคะ ตามด้วยเค็มและเผ็ดนิดๆ เนื้อซัลมอนก้สดนะ นุ่มเนียน ไม่คาว อร่อยแปลกแหวกแนวดีค่ะ เพราะยังไม่เคยกินแบบนี้ที่ไหนเหมือนกัน ราคาประมาณ 230 -250 บาท

จานสุดท้ายนี้เพื่อนสั่ง เป็นซูชิโรลชุบแป้งทอด ข้างในซูชิโรลมีอะไรบ้างก็จำไม่ได้ละ รู้แต่ว่ามีอะโวคาโดนะคะ อร่อยดีค่ะ กรอบนอกนุ่มใน แต่เวลากินต้องระวังความร้อนที่ยังระอุอยู่ในตัวข้าวนิดนึงนะ ไม่งั้นจะปากพองเอาได้ ราคาก็น่าจะประมาณ 180 -250 บาทนะ

ส่วนเครื่องดื่ม เราสั่งชาวานิลลาเย็นไป ได้มาเป็นชาร้อนหนึ่งกา แล้วก็ขอน้ำแข็งเค้ามาหนึ่งโถเล็ก ส่วนเพื่อนฝรั่งสั่งเหล้า ชื่อว่าอะไรแบงค็อกๆ สักอย่างนี่แหละ เราแอบชิมไป มันเป็นแม่โขงผสมกับมะนาวและตะไคร้อ่ะค่ะ หอมๆ เปรี้ยวๆ ขมๆ ดีเหมือนกินน้ำต้มยำที่ไม่ใส่พริกนะ

มื้อนั้นหมดไปพันห้าค่ะ หารกันแล้วก็ตกคนละประมาณ 500 กว่าบาท จัดว่าแพงเอาการเลยทีเดียว

แนะนำว่าถ้าใครจะไป ให้โทรไปจองที่ก่อนนะคะ ไม่งั้นเดี๋ยวไม่มีที่นั่งดีๆ เพราะทุกคนเค้าโทรมาจองที่กันก่อนทั้งนั้น เรากับเพื่อนไม่ได้จอง เลยต้องไปนั่งตรงห้องด้านหลัง ที่เหมือนอยู่ในชั้นใต้ดินแทน เลยอดเห็นวิวสวยๆ ด้านหน้าร้านเลย อยากนั่งตรงบาร์ด้านที่มันติดกับกระจกร้านด้านหน้าอ่ะ แล้วตอนเราออกมา ก็เห็นมีฝรั่งนั่งอยู่บนขั้นบันไดหน้าตึกหลังแรกของร้าน โดยมีตั่งเล็กๆ วางเครื่องดื่มและอาหารเบาๆ อยู่ข้างหน้า ไม่รู้ว่ามันเป็นที่เสริมพิเศษ หรือเค้าจัดไว้ให้สำหรับคนที่มานั่งรอที่นั่งด้านในว่างก็ไม่รู้สิ
"
254,"ร้านcoffee way เขาบายศรี (คนจันท์เรียกท่าจุ๊ย!) ถ้าวิ่งมาจากจันทบุรี อยู่เลยจากปตท.เนินสูงไปหน่อย

พูดตามตรงว่าดีใจมากที่มีร้านนี้มาเปิดบริเวณนี้ เพราะว่าเอือมระอากับการบริการอันย่ำแย่ของอเมซอนในปตท.เนินสูงอย่างแรง!

ชอบร้านนี้ที่การตกแต่งร้าน (เนื่องจากตอนที่ไป กำลังจะต่อเติมบ้านพอดี) เป็นร้านกาแฟมมีไม้และกระจกเป็นส่วนประกอบ และการตกแต่งร้านน่ารักๆ เห็นแล้วก็อยากแวะเข้าไปนั่งซักครั้ง ^^

ส่วนเครื่องดื่ม ปกติแฟนจะดื่มมอคค่า แฟนบอกว่ารสชาติใช้ได้ ไม่หวานมากจนเกินไป ส่วนตัวดื่มชาเขียว ก็จัดอยู่ในเกณฑ์ปานกลางไม่ถึงกับอร่อยมาก แต่ก็โอเค

ร้านนี้มีรับบริการทำรูปในแบบต่างๆ เช่น ทำรูปเป็นบล็อคแล้วต่อเป็นทาวเวอร์ขึ้นไป อะไรแบบนี้ค่ะ ราคาไม่แพง สั่งทำมาแล้วน่ารักดี แต่เซนส์ในการแต่งรูปน้อยไปนิด น่าจะแต่งรูปให้สมดุลกว่านี้หน่อย 5555

แต่สิ่งที่ไม่ประทับในร้านนี้คือ บาริสต้าบริการดีบ้างไม่ดีบ้าง แล้วแต่อารมณ์ และ รสชาติเครื่องดื่มไม่เหมือนกันซักครั้ง วันนี้สั่งแล้วอร่อย พรุ่งนี้รสชาติไม่เหมือนเดิม เมื่อเจอแบบนี้สัก2-3ครั้ง ก็เลยเลิกแวะแล้วจ้ะ ร้านนี้ ^^

"
